,Control_1,Control_2,Control_3,Control_4,Control_5,Control_6,SCFA_Treated_1,SCFA_Treated_2,SCFA_Treated_3,SCFA_Treated_4,SCFA_Treated_5,SCFA_Treated_6
Gene_0476,3.564162218504796,4.538950749639499,7.359450416721421,5.388215261906716,3.9375714107848028,5.96775330237608,5.415721002134161,5.265195344052202,1.7935663067718077,1.370232341037188,5.5918664806921905,5.270857669439914
Gene_0477,2.7954157003271534,6.362719020885896,5.817214615403535,4.384383057722232,3.3228284031055377,3.2266381554330854,4.148364003266898,1.6857128297353907,5.9427825255299815,7.543799090847887,5.555964880437845,3.3050522188698706
Gene_0478,6.06963467269182,7.457961004978124,3.7253845059424107,5.916773407102968,0.8259459627958625,3.830764538685601,5.089104331142303,2.26777183813263,7.115921427677585,5.163688669059078,1.4636861764935363,4.398651279112634
Gene_0479,4.937882134258196,3.1806331660363325,3.1269872504208083,3.6644408870622276,5.584385456652746,4.6253419631872505,5.926603020468462,4.333904758048956,4.448208557119652,2.5511955859054565,6.1330819741633125,3.703061599961725
Gene_0480,0.5235375333500558,0.7585996947298677,3.786269644285649,5.915373172107104,-0.4950096854504693,4.000539647696739,0.6871092459899346,4.257485258659212,6.962299431140706,4.226141106800105,8.475969970247041,5.857935897097034
Gene_0481,3.9475042869651578,7.776675556416896,4.229956376574273,5.765977969481857,5.282514280174927,0.7388670403855988,5.677516324560732,4.743203468164782,4.8634275844714185,4.473152729760992,4.395461215834947,6.061734324134298
Gene_0482,6.536414433263475,5.430793010912576,6.016537279349179,12.852475412872653,0.8317741210028231,8.449393299522217,3.128337540418869,2.8482123425514807,2.7536098982492447,9.091309095354308,6.06068580334116,5.60898440336029
Gene_0483,4.425104961199289,5.574657808806019,4.908975509397516,4.151527333203913,3.8603341435224827,5.659017471146019,2.884970659413137,6.246684601349657,4.766857307093343,5.4283378822635,3.046759368272888,5.320537714835154
Gene_0484,1.9656526066566418,6.501158335043531,4.167611190229492,2.7398613219192844,4.099974284008373,7.514298433725146,4.152332923587034,3.4687776859396244,6.468212671614498,1.9245843829399951,6.129552528628301,6.368972267105992
Gene_0485,3.929329825967554,5.716907236419241,3.5380874485690534,6.515843699847239,6.371015477580408,8.697217666592824,0.5856152208703684,0.9270506818591802,3.6352881427244603,3.103545856900479,2.3415333233414257,3.7391527318445856
Gene_0486,4.648872109001569,6.337309609515813,5.196135079077889,7.591743563726029,3.5623352247825393,6.490010625754563,8.525959305074798,3.984566461700572,1.569640058593159,6.651847166061306,8.36662915185506,5.785536726102249
Gene_0487,4.610605407766637,4.871623645783004,5.183504968896746,5.504480792853355,4.767541913756084,5.429426366341053,2.824502649292664,4.752215273529598,2.7629530315767354,6.285710987925896,2.297419194603131,4.3997424263436
Gene_0488,8.156236115124369,6.970899371230437,6.738309184993793,4.088920947952259,3.2215183435433516,6.9106011164755055,2.991324347412187,5.253649370269923,4.267316645724485,5.353524206500528,5.044701109932731,3.026681944551779
Gene_0489,6.752093585059589,7.945341351501964,3.792038748061541,4.540902689279306,1.7210316749491317,4.215057787878254,6.253754127058044,4.902468696313769,3.022941984268199,9.481853112411585,5.952860333434249,4.693478893201389
Gene_0490,6.993141021158895,4.067009241543604,6.280959590401648,4.618993788004377,5.648114056443121,2.7046172203686654,7.830409053403647,8.683631218773215,4.70930115537223,5.6947949728695235,3.0239943639941185,4.705614498463977
Gene_0491,5.170418899267802,-0.9822719418014465,4.62620768367603,1.7390535125697197,7.411989033093632,6.554814705529022,4.60187489248026,5.369654067243308,5.665520957274021,6.11965689765612,5.475285312599918,2.578514746741671
Gene_0492,5.933341963932162,8.04201245431876,3.1021669583503257,8.494726395831115,6.864383128520769,4.526889425562108,3.12306578851783,3.907184761072654,4.435518816153542,7.101548580944227,2.674122026294174,4.2851699036586
Gene_0493,7.271240294365889,2.7874129751767316,3.3509716769446527,3.782820553520599,3.9420445838719695,2.8868847144794945,6.9060189964281,4.400245051006776,5.9208312996856485,4.720915914144193,5.513566514649446,4.543054912380919
Gene_0494,7.4461661341906495,4.482291199260336,5.7050099367137594,3.859297267172639,1.3587933989029657,5.540114716782844,6.3341309454567085,1.9098871851871295,4.27337598322291,5.593145353388616,6.067390496012386,7.985905245507656
Gene_0495,1.1754900491604463,4.862731907829063,2.263369922334379,8.974551998461616,6.822725444349444,5.211507582542961,5.492869082750497,9.858444137788428,5.564016614413821,10.181690042924908,8.789629474626654,5.979238604687328
Gene_0496,7.527413355309337,3.3073680450685283,6.086958757340186,5.399620867437427,5.52804016266734,7.544707000213536,5.614078474503644,4.897528328935617,6.251169187350001,4.553456823133381,4.385507548676537,7.738189165525703
Gene_0497,6.464984205559604,5.577447325650047,1.6902251275434077,3.0799074094410726,4.754582132808552,5.186744748553302,4.802558211088654,6.652844648383533,4.5492970299116005,8.333326518455046,3.643330741329013,3.7717129375056304
Gene_0498,2.7395925506521523,9.823353351156843,8.032788110507145,6.204236640784967,5.144073722567489,4.575582060197696,10.315847574640044,5.382826515587132,10.106886017518766,8.929368387308918,6.854238195904987,3.4507373275839957
Gene_0499,3.096163079955529,5.154961037037725,5.515505080285501,2.5164788490367513,5.668352834489795,4.6894819023505026,4.961363391456329,5.203260107066849,7.3344354666087455,8.176894352480224,3.6300256417125047,6.602363527976365
Gene_0500,1.184384884245218,3.279229978440996,4.172788933156712,8.775375314680382,6.113106249067516,2.3290368618002173,4.769476741248616,5.445137251812615,5.18616473923464,-1.2351063375646847,1.57899420594204,0.3854662534180253
Gene_0501,5.972072578835274,1.905392022123269,7.165382107774146,4.057750696364243,4.812727622521658,7.65159329508438,4.594788454163853,6.960008472267788,5.610301671749945,7.2961817327948655,5.683507841427079,2.4033481206621947
Gene_0502,2.4256728628315,2.2057636297740175,3.8328013473079903,7.076757702038633,1.9613078490463152,-0.6643111962211377,-0.04169401314546928,5.297617523359181,4.572147067297669,3.0461085212362358,1.5987455006972442,3.5305135730545816
Gene_0503,4.097682283182002,6.103481599821841,7.400523499477659,4.073677275829202,4.177146785767995,7.307801468511494,4.611017030270448,6.3317556474127805,5.37726216313596,8.216134494345457,2.9287918879092114,6.762117784114867
Gene_0504,1.2605166006091588,4.222958449633982,5.380847779850115,5.898437442570069,3.9803866136182346,5.068882023411683,5.094597486257456,6.389338248237169,4.126970273468913,7.14336074778118,5.5904495166904855,3.6411100301645014
Gene_0505,0.02334529317402101,3.6835031753323033,5.9070174251089345,3.035411931490641,5.117968443179195,5.893745001605396,4.975951942173624,4.520888282125801,5.978356701275588,2.640446501250983,4.941296595768611,5.790614505298661
Gene_0506,4.31490159828447,5.340927541993142,3.0745348694307753,4.586777440607907,6.220432339178445,5.3139459219368685,7.003403303001347,9.48287954042345,9.152182918468174,6.747376697677413,7.032017336882888,8.562619692379315
Gene_0507,3.826937460872129,5.448432808581586,6.429219581273236,0.900117442845044,7.318148129911796,4.327490522637856,7.0672624101784995,2.2338456883057933,6.037211216292337,3.718568153266321,10.028141495419057,6.873865493849358
Gene_0508,5.85097986648046,7.394493847290455,2.256652605539068,3.581117995144907,4.422902608248591,3.432492957751143,6.660047346523932,8.989616916000722,7.412201538685538,5.380354477702571,6.265263110325828,6.745712062734203
Gene_0509,8.469873151673617,3.2864558123464143,3.8889064410262666,5.408778063205953,2.5957009478478223,4.2086385764874725,-0.1368856151016673,1.5170188834167453,3.093210968885307,2.0119539117383076,0.820655479686305,4.687189251339536
Gene_0510,5.6349065225003505,4.334279191234978,4.8132262822001035,3.9413357751032585,1.971059381638466,5.643186422678477,4.795793882217122,5.0751061533211255,5.801283276679674,3.4238474921926576,5.912711946265393,4.265850707963634
Gene_0511,8.509866143294483,5.0368032615668765,5.450528234495099,6.385445510233719,2.4613390069066017,8.405029316259212,3.206828918705617,6.146894986710798,7.983347717603616,6.4496587469716635,6.845955130280862,3.958738786875402
Gene_0512,5.404657592845604,8.263713798178218,3.5339340089520213,8.63612384511565,6.550310988069566,6.106080171704717,1.8047605416630872,7.980275044199683,9.10902977880952,8.085613547539364,4.328428122040501,2.6907313225423115
Gene_0513,5.468048908706296,4.5029427638511015,7.401063316947745,5.280719739696094,1.0658605928256955,2.765627076585995,0.5189095590575961,-0.9468425524830324,3.0135571560408616,6.888898949052411,2.682172985886983,4.013436594085395
Gene_0514,4.6283084956145055,5.61999796633111,4.8868230222002085,7.437941579587326,1.0977962719227503,5.28717587301032,8.91520769271214,5.955463237473415,10.535983681685758,11.117756963225773,6.897196024329247,5.015544159418559
Gene_0515,1.3640415492256905,6.519424590968336,4.811082571115994,5.839219944048236,3.2722340788204676,7.558929863315502,6.394476092780626,4.304950114962284,2.6868895658653273,7.5624773070459606,7.4328947745541605,5.311023207527121
Gene_0516,7.083449328117703,6.167088606023775,4.740965506273119,6.159714570590264,3.586214864025302,6.711111318041424,2.4742704925436443,2.5409474975652278,5.214458576838306,4.000257930989935,4.317814135716784,7.043926310120007
Gene_0517,8.298961788647842,7.141221119958372,3.540795060385181,5.722834634546206,2.4137169124827045,6.144780622351352,6.466358634845116,7.756285360995226,3.0187535532454848,4.313616862626576,6.517963390920226,5.896156682025784
Gene_0518,5.901206825725078,1.2603673209356718,2.6764323121752724,4.433722206512465,4.398280505718348,2.5810461291623894,8.064760765175244,5.841073411808138,8.696218208211105,6.080035603446282,7.12433489517732,4.352970106431085
Gene_0519,5.777957458704368,5.502947217881024,4.611461736042961,3.488416999683274,7.097414252833127,8.310814226176591,5.028574423767978,6.821888807678951,8.225956341186109,6.458473898621506,4.833656456130761,7.754670059056684
Gene_0520,4.032877032306926,3.7756661656903585,5.982415330823993,4.283941240506028,4.7212055986735315,6.479306303449343,0.6160426874402383,2.155530996986253,6.363268447336778,5.02821671250625,6.211027302248331,5.1288150448638845
Gene_0521,1.1812878249854144,7.636604649705339,5.145361048658683,4.17701371087564,4.8215316915571025,4.924858710041037,6.141891389207745,3.3711943580136188,6.1409721721593815,6.9888290564151685,7.441101207862465,9.027108589297399
Gene_0522,1.5375973931101492,7.989876454906472,5.082651264541237,5.88600426089475,6.9030995411480855,2.9576750848793996,7.37425474281382,7.595625945750646,3.473478545581248,5.05962618208757,6.508657050098319,8.940099389823088
Gene_0523,5.946943798070457,4.464717818202413,6.693541550432988,0.7455451592970093,4.801811399517462,3.7943586884320766,3.7779977518207417,6.592680039497665,4.996756566073239,4.645663769770477,5.497787938266513,4.217687255494315
Gene_0524,5.864525901268311,5.940088374736404,3.584748210355948,3.575652271647913,4.778669262885341,3.2067155453695837,4.141925503814669,1.590428188419771,4.504091585344221,4.040063707702547,3.968038021301841,5.833746125180081
Gene_0525,6.683967390904254,4.261585599105108,-0.8139764386432828,4.250355886756388,2.9229123583120553,1.737448369078109,9.24864374877116,7.149701903681428,9.341771506928595,8.820383605951367,5.961720953902718,5.831492372548736
Gene_0526,2.525146723554855,5.21881694366594,7.657281656496462,5.62636894772996,3.786993223568521,5.911808390341405,5.625644473533693,6.147534219803802,7.795688614062996,7.382346089880191,3.917053986985662,4.795987439745477
Gene_0527,4.081819379562017,3.610799261673711,2.691274663534031,1.4963423864965617,4.22015258688111,5.316106979840264,6.3420356098355395,7.135995556117944,6.877938937409584,4.8722443343373065,2.491954695142967,3.0021272475088177
Gene_0528,4.80675265997022,4.168066144105283,3.1085078786064377,6.216492383369937,2.36573616010683,6.552055827686951,7.62795941315076,7.331079568027514,5.673333080774583,8.510436085783773,8.123156352065209,4.874066309193212
Gene_0529,2.9955659621465505,3.49512952529393,2.066429618768646,3.9971957062287267,6.950624916955958,6.031256176887913,7.209994403608829,4.24493770288035,7.515226225153302,3.933095108448199,2.946749034231642,4.083726020316561
Gene_0530,6.95684422405607,6.044285091867872,2.7926603429392616,4.338421551344886,3.439601741765075,7.661149808078081,4.809703753845359,4.223040186457038,4.567997156853774,5.66793029935238,4.6576412604072015,4.867775212095986
Gene_0531,2.606422707147377,6.787395378778221,6.785907740217539,8.659240403432175,4.1806268147410055,6.424644319160324,1.581547201594808,5.783396032020946,4.821593404616664,8.220585960965742,3.1208696654920836,1.383409343000971
Gene_0532,9.563303673077685,3.764716646132607,1.9299195049352806,1.2399799321844727,6.425424057722663,1.2336995838828324,5.025809568895214,3.5909771006279874,1.0744931898448722,-0.8983399554580878,5.61097069546693,6.143443376610153
Gene_0533,4.255361894124154,5.874626374077922,5.370351073659828,5.850889728368345,5.444579711601708,7.557731626626786,-1.7159298678040038,2.9764245824601296,6.830116822467444,2.7891131421260877,1.345838030357836,2.1252501485471536
Gene_0534,3.095367238522406,3.6460097230829374,3.454681109458352,6.66038362372522,6.800797176790127,5.902450638637016,0.1535214632963,-0.07641979527569287,5.331771346519791,-1.8418958406751167,3.8463611262721265,4.402054004302049
Gene_0535,7.366987333779855,2.6439182652472386,8.334448223102275,8.046477243424516,6.471243994491493,8.56359781754212,0.5428954448288219,1.1236481329269625,4.517961758451992,3.391944397697768,1.3110468471800463,5.006654496661149
Gene_0536,1.6867535846444524,3.9511037274746963,3.5293930786360956,6.442958647514686,2.899718520795709,6.514990298674971,7.413071446908605,5.538105386031415,3.199679544252674,4.173102593056409,5.57277348791078,4.622810341705024
Gene_0537,7.741072287993427,6.390405800167999,5.567502047323003,3.0242533181985016,3.306298067749271,7.499237810593334,5.114676047246801,0.031274409234444356,-0.6591920929073174,3.3155316492952465,1.9492699181100321,2.469511660233497
Gene_0538,6.558698007810665,4.921960961244912,4.164180908468219,0.9483842537772462,2.8582951626311224,8.822838174279447,1.4638865616512056,5.039091689596363,4.894489783998469,6.306957963903481,5.137812266241944,4.734791843519006
Gene_0539,2.4390888579950665,5.378959642442162,7.014887946390397,2.490154663995415,5.3694209495621665,6.87583107502131,7.354001273580675,2.3750653931029,6.072778437695153,1.6577056704093023,3.3232762399983846,2.5746857347533725
Gene_0540,5.0249986438145005,10.736806111333536,1.6628014822436095,7.117457059767758,4.654396525207071,6.54384030967335,6.5638850709038365,4.869179532809212,4.972993510814047,2.786534024541098,4.400613008134222,3.4730693933817767
Gene_0541,5.8826143033984915,3.533687605780007,5.45799278491868,1.2841970972034256,6.2064950011427875,5.596316931981051,5.766910029708432,3.0178177293367727,7.659588730410151,1.648839100751811,3.3869603350868775,8.354401019932192
Gene_0542,6.277320337286205,7.116236650174301,5.735239680419422,5.296178839596553,3.2378633266774157,3.575558472701898,4.129722504075931,2.370242671191176,5.438143125075337,4.049215515570916,3.328259488763388,2.808258378402565
Gene_0543,7.3734692403546624,7.8726708114119575,4.523779127375892,5.092005494506548,3.190771250012468,7.34551369053489,10.536747211251885,4.496896199631728,1.1488652793342458,7.987419518011068,6.222141810221141,3.4670671379604245
Gene_0544,6.330833647383558,8.882434872927497,3.243353845640522,4.243984201963565,5.462891845051145,6.292979075451541,3.133761822627717,6.3469455923164615,4.506163345021091,1.1480443631097974,8.574479929209337,4.132019075568086
Gene_0545,4.568664724904735,3.254077819092599,6.762815057847142,6.442270725091163,3.16745179887255,7.7108856022109915,7.991143472964852,7.55686991593143,2.9979809110343716,7.066379728726296,3.697114900272638,1.2665988263921162
Gene_0546,7.3403974183932075,5.268592994495585,5.159195724752073,6.108115542231815,3.276593859487484,5.060062958328165,4.150803667955715,5.7952750035525575,4.074526704007324,4.385903318149797,7.287132089857225,5.212987960580183
Gene_0547,0.6952329107816393,6.752911291005871,1.8770135551162812,8.006839656857998,4.3397598120671,4.576666036137646,3.3134033774300953,6.404060647334653,5.39535113390849,-0.04320960292408582,5.856705827542897,5.783657415432203
Gene_0548,3.7445321878309885,4.4239222521558474,7.837062690296073,0.024382686929841135,7.5539307721763755,5.676046962203416,5.04024225916172,6.783401162139151,3.6552128313469954,5.672999577641802,1.8660812576652943,5.814180766797664
Gene_0549,2.585956704285569,2.8493752139015243,8.352786054416406,3.108986240114538,2.6932989788080812,7.274629084729458,8.906119391079793,3.0102872950649178,3.4803957360244495,3.5799691142168957,5.2599964516031905,2.8739274542925637
Gene_0550,5.677105752571828,3.124148846927202,5.433249950809238,2.9484946327194455,7.20164279684521,7.122741929746267,5.84249475738196,6.693679890938331,6.068694426907569,1.4631691487238552,6.990335330317212,6.87473482850736
Gene_0551,6.064012397643886,5.723322122494033,8.522376249734748,4.999372654776451,2.6362517491583977,5.898947825664614,6.660322744692609,5.74568449731165,5.440378628410266,7.064778796252794,8.847026975206909,3.0939190732703006
Gene_0552,9.172094099074227,2.9704810136282958,4.277074466612029,5.8328920762029055,4.892190301988522,3.035392839245371,9.265535236026402,7.661969844635447,5.976359904810966,4.705531935424302,6.468125745431543,5.249964849393192
Gene_0553,7.243715712460942,9.640081444034518,5.392262918047814,3.1918634205279997,1.90207894989305,5.515951962442362,4.072291140988108,2.8036272324437004,4.102183225373987,4.1877792859531935,5.193509836877601,1.770500275417338
Gene_0554,7.207754686632516,5.950335492990764,4.995192318162292,3.8214566964213876,2.8156727345638206,6.669502652649764,2.108963704509353,5.723828541461053,3.405123765859802,7.149059580459863,5.450539444030094,6.213524300412814
Gene_0555,6.8275432427711715,1.9085404266185337,8.179677956361367,6.148142441788003,7.7991892902915865,2.31574450302977,7.8213846408417895,4.380578376386855,3.8510265891674487,6.743405171197627,6.019027127859372,4.625339380357398
Gene_0556,2.268351689169122,4.702061380465406,6.005568853790388,8.592721645853928,6.4121578276302635,4.514637446375933,7.782915933911884,4.575511380320139,5.065547275111562,5.042445301668517,3.1308122102030578,5.155170778972782
Gene_0557,2.9472615846682158,7.4600011454383,3.0705891484985703,8.256937109544644,4.431230700786982,8.181164145235702,7.793520354796982,5.889936630752351,5.062126852797863,4.676465437668662,5.661734056812702,6.499533256978371
Gene_0558,6.357862580118557,4.726009021115083,3.9612072563477465,4.31818424530784,5.8566333847504755,5.154312992435433,6.218477661779506,4.336270276356042,5.649563188220229,5.959879482296557,2.9856100249460433,5.336461082367388
Gene_0559,3.8123771838625897,4.668737179364736,5.1571540594383,0.7425318111703758,5.916336229577397,3.0405575505663864,0.6773922273952762,5.96506741964237,6.320686109125363,6.495092251572919,4.209906295660865,5.6180936700480695
Gene_0560,2.69333519358851,1.6253113057785793,1.4122150042642194,2.2891049937754215,3.581958084739019,8.906518275053136,7.847907691082334,7.8275392965825175,4.941654601546879,5.278639261459119,7.221822289468866,1.9983959694756503
Gene_0561,3.948240648209592,5.355500212536063,5.800962773012658,5.262130372431697,4.845113078548013,2.6094124728015107,4.353848514645951,7.671140911073513,6.950401083369532,5.738527555299809,1.988335189338759,4.900179533917676
Gene_0562,7.901855096558424,8.614393287275771,1.6346826117546285,2.951942818227241,4.440379315245988,3.070924410179617,3.820169207500134,5.662077805634427,3.3813066304102395,2.948553210050785,0.8702694446327168,7.443609369953403
Gene_0563,6.011931106911731,3.543455595186774,9.330112135613206,7.381097188687193,5.42514806126443,7.053972526639464,4.200458977113885,5.3142915674050695,4.995523767051638,2.8651321340790012,2.4818701771036134,2.989369748005529
Gene_0564,7.211800848714618,3.8721050238835133,3.3675655109160703,5.156286125939295,6.7232722489958885,5.278120797306835,3.553663122341214,5.73321249402761,3.408564672958777,8.492981263189243,7.054302071786302,6.616719099331417
Gene_0565,1.8460070356180056,3.3943511120983154,4.852054272811244,4.84866879134834,8.945084353579617,2.228024115202004,4.7606821950536995,8.028561471440968,4.563988737757752,4.937477171691508,5.339949079498539,6.403646081086688
Gene_0566,6.011178483671749,7.978226216656579,9.542899490845592,4.191205153632078,5.982858905440399,6.139520714397294,6.273816158005971,4.049749443110794,3.9340125611480925,6.279805914304169,6.430473167782465,4.213297750354254
Gene_0567,5.390963463106582,4.802309597521388,5.871950779000092,-0.06449217043937061,6.364138980125262,5.2523558073239345,3.8810420499892033,5.872135852271638,8.426218633250178,9.5465091305803,3.678290658173383,6.556131852558853
Gene_0568,4.555050206443469,9.093724391439116,3.6501319624188957,4.193848021869939,8.983106604409468,3.3358773903002867,4.221192876949247,7.7116106788630026,4.930116999082735,3.1853468812554686,6.117390565843638,4.190722959918107
Gene_0569,3.899769434126922,4.7059491531383,6.681468964259098,5.415605014706626,2.4147493056954747,3.935662873745621,2.5512254532840912,3.2144533854476984,8.468083908845237,5.768418443298924,5.215520110905086,4.500212528375908
Gene_0570,3.7852911335755772,4.845557909553909,5.851687317259659,5.836411511775944,1.4479764919031957,7.127881975121712,6.9189731427272845,7.174972385595624,7.410104560733662,7.726691574739929,8.716462677393702,6.953134582518638
Gene_0571,5.505137691993247,7.7690640951878125,5.888396654581344,7.202645915471525,5.933090622900254,7.692451512405496,4.632688526395734,7.259908972071096,3.7756506071844145,10.655327947270797,8.735516086406179,5.716681150558259
Gene_0572,6.044501272035557,4.804169507114192,9.544869440893763,6.778074244559784,6.147488842008826,2.447391166923328,4.4363103012058005,3.7262470515871335,8.085094422748234,2.160245671458142,5.228952117637559,4.782944314870305
Gene_0573,2.4233847650729246,5.585430964283707,5.291042395536482,3.7717548699833676,5.28196539922412,8.17725385608719,6.6536772614182285,4.79198154455061,1.4835822466891297,4.4977643307151185,3.0556755641133497,5.1591590931131215
Gene_0574,6.390804949100597,2.7179829804945235,4.776982345714113,3.3900670382948785,4.224600167182878,4.172768668740715,7.868354073040653,1.5211495115354436,3.3995545292001923,3.894614092433006,4.236737809173578,6.480251328210489
Gene_0575,4.044708834791989,2.4897292560532103,4.74469063696362,3.87878472630538,-0.8588973800045361,9.105944049003327,4.652911164877225,5.831605451440891,3.7484539125364473,5.459848690835875,6.55559526175543,3.535400900525823
Gene_0576,7.177539308433344,4.247398550150008,5.037638099481197,2.6566913053648764,8.391445755621731,8.794577389546223,6.56271623961303,5.104745537455137,7.090920480964505,4.597160199846053,5.762489310324198,4.91878753664294
Gene_0577,5.313387456493049,7.047061288370689,5.350573557867848,2.3265491222481387,4.176353262072685,5.263855933543914,4.807575475918842,5.51786085645138,6.073614938449808,2.50087017615199,7.867267217635756,1.280673918900403
Gene_0578,4.090904562513112,4.562693445129928,4.817200884981771,4.838243004269078,5.104516980994966,2.878789867206798,3.630375780522208,4.8114618584701985,5.824711938171896,8.152345055482757,1.2834170235497853,3.9846117432205785
Gene_0579,3.5659677017441274,2.4308314686000614,6.9556310993724,0.788706116319351,7.307180686633851,7.772698794525686,0.7463330244014692,5.063243947820496,5.543367169000061,8.181591484342505,5.241269521786908,7.08805025888476
Gene_0580,4.395638826034757,-0.20627417565459716,4.277378876065419,4.871631677422362,2.978803560142173,3.9695632123835143,6.167674163078118,4.1295036059896635,2.1820785064159214,5.550004596583621,2.0157959657092723,7.590414145339288
Gene_0581,8.060390397726703,6.329854324603482,3.1508717712438,1.8048016608091357,4.345965364780458,4.5730864412991235,4.675875795926352,7.390354823022832,4.039571131735201,5.537701572801984,5.418697714669378,4.909911763978152
Gene_0582,5.9923983747266325,3.929366574864682,6.022999150723723,8.87030808012046,6.631002044888525,4.903822985338455,4.134680973206816,5.784912036941041,3.147673473033583,2.5811293420818826,7.485653786653655,6.454335977784201
Gene_0583,4.633699057893411,4.286653731640257,7.361281824904289,3.745373108097394,5.090445417999965,5.102395803762171,5.13178321720448,8.330284765087562,4.464468962550311,7.645406439977959,5.351148169851644,2.9504984998472197
Gene_0584,3.9964316143769363,2.2550689042317984,5.645949007235337,4.877992056289233,6.00048093887314,3.9327993871216664,8.6960803835417,6.98142169324817,4.757957937980871,6.4543425190678985,4.192593132004187,6.658298070119084
Gene_0585,7.441642597626096,3.2464524375763104,8.424080568035786,1.5047269803434768,5.8695401291137825,5.950861365053247,0.2178428694320811,2.9603973326108126,6.958519488573925,4.500688923562161,5.415084589777484,2.306428675769131
Gene_0586,3.4088858641182354,5.848787875722025,7.559037339520318,0.5663623212918711,6.005489614981629,0.01345835933984496,8.695733991404206,7.381059287435353,4.59862956324934,4.190608286273347,7.0592087228393865,8.964940900337854
Gene_0587,3.068670392953584,8.25833272980189,3.836435933215892,2.652240071182055,4.604124542030636,9.135812676327104,4.185095367992804,7.05381641123628,0.37598333334112066,2.458050302131855,0.3915036331439037,4.1412387316396515
Gene_0588,1.3366355055879477,2.897380176721311,7.994863366359253,8.715404687075464,4.7931375514194325,2.521894594946715,5.35120709960874,4.696097753056028,6.618517256246597,7.464657210429328,1.948675181426316,3.806055944197769
Gene_0589,9.191687003618318,8.188884783498393,6.3578939755244654,3.37519530212516,4.901941318323926,4.679279837910339,9.980101535196122,5.762265702002939,6.275835621963636,9.006391835250833,3.593744663095667,6.638264757291845
Gene_0590,5.661702609231155,7.902002876262673,6.758834082274806,2.8452478460304835,7.752992900039075,5.6262642800263105,5.657288051609617,3.8523601721797625,6.566311312026349,3.862246049605262,7.817238986891839,4.748507405008454
Gene_0591,6.374131591717832,7.933081718557206,2.7768395009728977,4.9283488425870745,3.93709089728157,1.8642811492690883,6.342540273410707,6.492047905965633,3.7449199945118545,0.8930269026882227,5.721511509327669,5.144576694249739
Gene_0592,5.69341995520984,10.023113103168846,1.3198445109884944,4.93543877790106,6.281085870149547,5.246156403312362,6.1116520551502544,4.546945055234324,4.139144602398568,9.016946021963399,2.0552918769784445,6.467900956728477
Gene_0593,4.773743894968519,2.4015672731083515,5.465573485880327,3.4864720459681475,0.6201565900428934,7.389184441027462,3.850796283633218,4.328442764519156,4.365794334852069,3.393131451657486,6.142448420472479,7.7812871918999145
Gene_0594,6.916771639684085,5.103321953702159,5.458149376411405,7.148636025431123,5.448679313556165,6.808035109522629,5.940027322493323,5.20676399242419,3.027119001801507,6.0336505316489015,9.312699263458597,4.238610752409815
Gene_0595,4.4050355982523,7.623967477147893,5.641571451865368,5.388103887211748,2.459877822575936,5.573911708603418,4.248032841296268,3.8778217380380053,4.021171531011159,-0.4905991073447691,5.810070771711426,3.3088956472907727
Gene_0596,3.3360901650110977,3.723434546943012,3.369248743367758,2.86753013620155,9.249542806033922,7.662678123976806,4.978698405210435,8.771922464953073,4.339634922190337,6.0482593808439,10.073851933979741,4.409817421576296
Gene_0597,8.840735004288522,2.554209960888872,5.142507499821785,2.4129847495918084,3.608610245605872,3.1637460331668503,-0.12594797410499137,4.016489558035998,5.4983256192623315,-0.18737057684434255,3.223229758095991,4.033639493525514
Gene_0598,7.4791680128831235,4.20754064379648,7.136758667388033,6.208241779177036,9.607277504209577,2.041111553720552,0.8816790326153594,6.597002675814441,6.753211759684358,4.37642885348795,7.504692724596016,7.2729111486496905
Gene_0599,7.518466479573598,7.292881740801455,3.0532423239459305,7.014266672946319,5.672289926052458,4.545047480093184,5.20623585143441,4.097109219350132,3.054344214834086,4.924872981267618,6.139517839408358,4.351646277918718
Gene_0600,3.3521290260560006,3.561781097101628,9.099624191571852,5.001365637914965,6.564260003062918,3.4182012366648937,0.6049979894759403,7.53742778915314,5.380446443689787,4.240751006646333,6.714316776846577,8.049277192965512
Gene_0601,3.4402941075567224,7.163969618499884,2.3008475768969356,4.169572464189457,5.068054822144464,5.2227452036801045,-0.6038231389757831,5.868527299844143,2.1467015783793055,5.998221013597883,5.255854404749159,6.2714530528811
Gene_0602,4.641813429967687,5.791639562191846,6.385711511635623,6.46927509091866,3.0283923826643466,4.4316898041424055,4.00150477101069,1.253519776361696,4.099263617486664,5.813695270279566,7.030784657350447,2.6563373990549497
Gene_0603,7.389525723753875,6.789294375147745,2.254281097037872,5.702959800704403,1.0435495012503795,5.0938698041207395,7.054120853746035,3.704255420706957,5.724899763189053,3.9802120942687345,5.364341255424203,6.783755269140549
Gene_0604,8.795534033491954,3.1042145654620272,3.331353909016836,6.528059563145719,1.9143969695807082,3.734489940229922,2.5459718454229283,3.640188206506337,5.369925174684173,9.803167322060705,3.273620575666344,9.080267771993839
Gene_0605,6.192882275163505,3.731428304621194,4.528060025578057,6.488371420630069,5.843092167073123,5.533636792590804,9.008846607350343,4.805377698596818,4.403694947600199,3.6158696026706165,4.863594939334662,2.186561134880884
